updated_at,file,kind,status,use_allowed,reason,replacement,last_modified,size_kb
2026/05/26 19:17,display_wording_audit_20260525.html,HTML,現行資料,顧客説明に使用可,購入が確定したように見える文言を監査するページ。,,2026/05/26 19:17,106
2026/05/26 19:17,dual_axis_selection_model.html,HTML,現行補助,台帳経由で使用可,質的データと量的データを分ける設計資料。,event_causality_validation_20260525.html,2026/05/25 16:58,13
2026/05/26 19:17,event_causality_validation_20260525.html,HTML,現行資料,顧客説明に使用可,イベント名だけで加点しないための因果・複合条件ページ。,,2026/05/26 11:03,19
2026/05/26 19:17,event_impact_2026_screening_plan.html,HTML,現行補助,台帳経由で使用可,2026年イベントを検証候補抽出に使うための補助資料。,event_causality_validation_20260525.html,2026/05/25 16:58,9
2026/05/26 19:17,event_type_reaction_db_20260526.html,HTML,現行資料,顧客説明に使用可,イベント種類別に株価反応DBの有無、分類DB、未接続キューを分けるページ。,event_causality_validation_20260525.html,2026/05/26 11:53,27
2026/05/26 19:17,existing_metric_reuse_scan_20260526.html,HTML,現行資料,台帳経由で使用可,既存CSV全体からPER/PBR/ROE/EPSなどの候補値を横断検索し、採点へ戻せるかを出典確認前後で分ける検査表。,missing_per_peer_fetch_queue_20260526.html,2026/05/26 17:46,11
2026/05/26 19:17,external_metric_source_feasibility_20260526.html,HTML,現行資料,顧客説明に使用可,既存CSVで埋まらないPER・同業中央値について、J-Quants、EDINET、会社IR、参考APIの現実性と必要条件を整理する接続前チェック。,existing_metric_reuse_scan_20260526.html,2026/05/26 17:55,9
2026/05/26 19:17,immediate_completion_input_map_20260526.html,HTML,現行資料,顧客説明に使用可,2日以内に補完する8件を入力欄・取得元・同業比較対象まで分解する作業表。未入力項目はスコアに混ぜない。,june_10_finalization_sprint_20260526.html,2026/05/26 17:13,12
2026/05/26 19:17,immediate_completion_score_bridge_20260526.html,HTML,現行資料,顧客説明に使用可,即時補完8件について既存CSVの再利用可否、業種中央値、スコア接続可否を分ける表。未入力項目は点数に混ぜない。,immediate_completion_input_map_20260526.html,2026/05/26 17:30,13
2026/05/26 19:17,index.html,HTML,現行資料,顧客説明に使用可,現在の入口ページ。ただし詳細判断は各検証ページで確認する。,,2026/05/26 19:15,247
2026/05/26 19:17,ipo_special_watch_corner_20260526.html,HTML,現行資料,顧客説明に使用可,SpaceX、OpenAI級のIPO・未上場メガイベントを通常候補と分けて監視する特別枠ページ。,event_type_reaction_db_20260526.html,2026/05/26 13:44,16
2026/05/26 19:17,issue_recovery_board_20260525.html,HTML,現行資料,顧客説明に使用可,課題、対応済み、次作業を管理する現行台帳。,,2026/05/26 13:31,14
2026/05/26 19:17,issue_resolution_flowchart_20260525.html,HTML,現行資料,顧客説明に使用可,課題をどの順番で回収するかを示す現行フロー。,,2026/05/26 13:30,17
2026/05/26 19:17,june_10_finalization_sprint_20260526.html,HTML,現行資料,顧客説明に使用可,10社候補を6月テスト候補へ確定するまでの財務・業種・決算反応・イベント実績層タスクを管理する作業ボード。購入判断ではない。,candidate_10_event_evidence_workbench_20260526.html,2026/05/26 17:06,28
2026/05/26 19:17,june_forward_test_record_20260526.html,HTML,現行資料,顧客説明に使用可,6月イベント後の実績入力、候補別ゲート、予実差を記録するページ。,event_type_reaction_db_20260526.html,2026/05/26 15:16,22
2026/05/26 19:17,june_test_10_selection_board_20260526.html,HTML,現行資料,顧客説明に使用可,6月イベント後に再判定する10社ワークボードを、先行観察・補完後候補・補完優先・補欠保留に分けるページ。購入判断ではない。,candidate_10_priority_completion_20260526.html,2026/05/26 16:24,14
2026/05/26 19:17,market_theme_check.html,HTML,現行補助,台帳経由で使用可,市場テーマの確認表。探索補助であり、直接加点には使わない。,event_causality_validation_20260525.html,2026/05/18 12:01,9
2026/05/26 19:17,missing_data_score_gate_20260525.html,HTML,現行資料,顧客説明に使用可,未取得データを点数に混ぜないためのゲート。,,2026/05/25 20:19,9
2026/05/26 19:17,missing_per_peer_fetch_queue_20260526.html,HTML,現行資料,顧客説明に使用可,スコアへ戻せない不足値をPER不足と同業中央値不足へ分け、取得元・計算基準・再接続条件まで固定する作業キュー。,immediate_completion_score_bridge_20260526.html,2026/05/26 17:38,10
2026/05/26 19:17,model_integrity_audit.html,HTML,現行補助,台帳経由で使用可,単純加点などの設計リスク監査。,issue_recovery_board_20260525.html,2026/05/25 16:33,10
2026/05/26 19:17,operation_cockpit.html,HTML,現行補助,台帳経由で使用可,運用手順を確認する補助ページ。最終判断は6月判定ルールで行う。,candidate_june_rulebook.html,2026/05/20 12:33,12
2026/05/26 19:17,plus1_benchmark_connection_20260525.html,HTML,現行資料,顧客説明に使用可,+1%目標とベンチマーク比較を接続するページ。,,2026/05/25 21:02,14
2026/05/26 19:17,plus1_practical_validation_model_20260525.html,HTML,現行補助,台帳経由で使用可,+1%目標の実運用検証設計。,plus1_benchmark_connection_20260525.html,2026/05/25 17:35,10
2026/05/26 19:17,prepublish_wording_check_20260526.html,HTML,現行資料,顧客説明に使用可,新規ページ作成時に文言ルールを自動確認する公開前チェック。,display_wording_audit_20260525.html,2026/05/26 19:06,476
2026/05/26 19:17,sector_adjustment_20260525.html,HTML,現行資料,顧客説明に使用可,PER/PBR/ROEを業種内比較で見る補正ページ。,,2026/05/25 20:47,21
2026/05/26 19:17,semiconductor_downside_resilience_20260526.html,HTML,現行資料,顧客説明に使用可,半導体構造優位銘柄がSOX/NASDAQ/日経平均の下落局面で相対的に耐えたかを検証するページ。,semiconductor_structural_advantage_gate_20260526.html,2026/05/26 13:28,19
2026/05/26 19:17,semiconductor_dry_run_verification_20260526.html,HTML,現行補助,台帳経由で使用可,ドライランCSV一式の件数・列・変換内容を機械検算するページ。実績値ではない。,semiconductor_june_dry_run_test_20260526.html,2026/05/26 15:44,11
2026/05/26 19:17,semiconductor_forward_log_bridge_20260526.html,HTML,現行資料,顧客説明に使用可,半導体6月実績入力の判定結果CSVを、前向きテスト記録と予実差ログへ変換するページ。,semiconductor_june_result_input_cockpit_20260526.html,2026/05/26 16:09,17
2026/05/26 19:17,semiconductor_fundamental_completion_20260526.html,HTML,現行資料,顧客説明に使用可,東京エレクトロン・SCREENなど構造本命のPER/PBR/ROE、決算伸び、保留理由を補完するページ。,semiconductor_quant_gate_connection_20260526.html,2026/05/26 14:04,18
2026/05/26 19:17,semiconductor_june_dry_run_test_20260526.html,HTML,現行補助,台帳経由で使用可,6月実績入力から判定ログ保存までの流れを架空データで確認するドライランページ。実績値ではない。,semiconductor_forward_log_bridge_20260526.html,2026/05/26 15:44,10
2026/05/26 19:17,semiconductor_june_recheck_checklist_20260526.html,HTML,現行資料,顧客説明に使用可,半導体構造本命を6月イベント後に昇格・保留・除外する条件を固定するページ。,semiconductor_fundamental_completion_20260526.html,2026/05/26 14:24,21
2026/05/26 19:17,semiconductor_june_result_input_cockpit_20260526.html,HTML,現行資料,顧客説明に使用可,6月イベント後の実数を入力し、半導体候補の通過・保留・停止を自動判定するページ。,semiconductor_june_recheck_checklist_20260526.html,2026/05/26 15:16,33
2026/05/26 19:17,semiconductor_quant_gate_connection_20260526.html,HTML,現行資料,顧客説明に使用可,半導体構造優位を下落耐性、決算、割高、+1%比較へ接続し、どこで止まるかを示すページ。,semiconductor_downside_resilience_20260526.html,2026/05/26 13:54,17
2026/05/26 19:17,semiconductor_structural_advantage_gate_20260526.html,HTML,現行資料,顧客説明に使用可,半導体・AI周辺の不可欠工程、高シェア、代替困難性を質的ゲートとして扱うページ。,june_forward_test_record_20260526.html,2026/05/26 13:29,19
2026/05/26 19:17,supplement_reaction_check.html,HTML,現行補助,台帳経由で使用可,予備候補の決算後反応を確認する補助資料。,candidate_june_rulebook.html,2026/05/25 18:59,8
2026/05/26 19:17,tenbagger_research_corner.html,HTML,現行補助,台帳経由で使用可,テンバガー探索の考え方を整理した補助資料。NISA 1年候補とは別枠で扱う。,index.html,2026/05/21 17:41,18
2026/05/26 19:17,terminology_cleanup_20260525.html,HTML,現行補助,台帳経由で使用可,旧表現を整理した補助ページ。表示文言監査とセットで使う。,display_wording_audit_20260525.html,2026/05/25 23:13,4
2026/05/26 19:17,theme_stock_bridge.html,HTML,現行補助,台帳経由で使用可,テーマと銘柄の接続表。仮説発見用であり、購入根拠にはしない。,event_causality_validation_20260525.html,2026/05/18 13:24,8
2026/05/26 19:17,top20_completion_recalculated_candidates.html,HTML,現行補助,台帳経由で使用可,上位20社の補完再計算資料。候補抽出の途中資料。,candidate_supplement_10_plan.html,2026/05/25 18:37,7
2026/05/26 19:17,trend_candidate_fundamental_gate.html,HTML,現行補助,台帳経由で使用可,時流候補の財務・IR二次判定。未取得データは非加点で扱う。,missing_data_score_gate_20260525.html,2026/05/20 17:12,22
2026/05/26 19:17,trend_candidate_official_ir_gate.html,HTML,現行補助,台帳経由で使用可,時流候補の公式IR確認ゲート。手作業確認の対象を示す補助資料。,missing_data_score_gate_20260525.html,2026/05/20 17:39,52
2026/05/26 19:17,trend_candidate_price_intake.html,HTML,現行補助,台帳経由で使用可,時流候補の株価一次判定。量的検証へ渡す前段資料。,candidate_june_rulebook.html,2026/05/20 15:27,68
2026/05/26 19:17,trend_deduction_research_base.html,HTML,現行補助,台帳経由で使用可,時流から銘柄仮説を作るための基礎資料。直接の購入根拠ではない。,event_causality_validation_20260525.html,2026/05/20 15:18,20
2026/05/26 19:17,trend_news_extraction_mvp.html,HTML,現行補助,台帳経由で使用可,時流ニュースから検証テーマを拾うMVP。直接加点には使わない。,event_causality_validation_20260525.html,2026/05/25 16:06,30
2026/05/26 19:17,universe_definition_20260525.html,HTML,現行資料,顧客説明に使用可,100社前後の母集団条件を固定するページ。,,2026/05/25 20:39,23
