updated_at,file,line,rule_id,phrase,severity,treatment,replacement,reason,context
2026/05/26 15:18,backtest_validation_20260525.html,360,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,未接続 過去検証データが未接続。購入検討用スコアの根拠にはしない。
2026/05/26 15:18,backtest_validation_20260525.html,372,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,未接続 過去検証データが未接続。購入検討用スコアの根拠にはしない。
2026/05/26 15:18,candidate_data_completion_20260526.html,517,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,20営業日未到達は一部接続 決算後1日/5日は見えても20営業日が未到達なら、購入検討用スコアの根拠としては未完成。 短期反応だけで1年保有判断をしないため。
2026/05/26 15:18,candidate_data_completion_20260526.html,529,R08,保証,WARN,許容,想定 / 検証 / 条件付き,保証という語は顧客説明で誤解されやすい。,+1%比較は後ろ向き確認 1年騰落率で比較対象+1%を超えても、将来の保証ではなく追加検証条件として扱う。 目的との接続は必要だが、過去成績だけで買わないため。
2026/05/26 15:18,candidate_june_rulebook.html,33,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,目的: 10社候補を、6月の米CPI・日銀・FOMC後に「購入検討へ進む」「小口検討/候補維持」「待機」「除外」に分けるための判定表です。 注意: これは売買指示ではありません。NISA 1年保有テストの候補を選ぶための判断補助で、実行前には証券会社画面・公式IR・最新決算を再確認します。
2026/05/26 15:18,candidate_june_rulebook.html,51,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,総合前年比4.0%超、コア前月比0.5%以上、米10年金利4.70%以上 悪化時は高PER・半導体・グロース寄りを購入検討へ進めない。
2026/05/26 15:18,candidate_june_rulebook.html,67,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,米10年金利4.70%以上、NASDAQ/SOX -5%以上、ドル円±3%以上の急変 金利急騰時はPER高め、AI・半導体テーマの候補を購入検討へ進めない。
2026/05/26 15:18,candidate_june_rulebook.html,75,R13,購入検討,CONTEXT,要確認,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,日経75日線-2%以上、候補の決算後反応35点未満、下方修正または会計リスク 通過銘柄だけを購入検討へ進め、未到達・未確認銘柄は候補維持または待機にする。
2026/05/26 15:18,candidate_june_rulebook.html,100,R13,購入検討,CONTEXT,要確認,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,残す 購入検討へ進む条件あり NISA 79.8 反応 56.8 信頼度 87 PER 未取得
2026/05/26 15:18,candidate_june_rulebook.html,110,R13,購入検討,CONTEXT,要確認,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,残す 購入検討へ進む条件あり NISA 67.8 反応 65.8 信頼度 95 PER 43.73
2026/05/26 15:18,candidate_june_rulebook.html,120,R13,購入検討,CONTEXT,要確認,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,残す 購入検討へ進む条件あり NISA 65.1 反応 55.5 信頼度 95 PER 13.61
2026/05/26 15:18,candidate_june_rulebook.html,207,R13,購入検討,CONTEXT,要確認,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,残す 購入検討へ進む条件あり 候補維持または小口検討
2026/05/26 15:18,candidate_june_rulebook.html,209,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,候補維持または小口検討 購入検討不可または除外 共通市場ゲート通過後に個別ゲートを確認
2026/05/26 15:18,candidate_june_rulebook.html,211,R13,購入検討,CONTEXT,要確認,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,共通市場ゲート通過後に個別ゲートを確認 購入検討へ進む場合でも、指数比較と+1%目標を満たせない場合は個別株比率を下げる
2026/05/26 15:18,candidate_june_rulebook.html,215,R13,購入検討,CONTEXT,要確認,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,残す 購入検討へ進む条件あり 候補維持または小口検討
2026/05/26 15:18,candidate_june_rulebook.html,217,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,候補維持または小口検討 購入検討不可または除外 共通市場ゲート通過後に個別ゲートを確認
2026/05/26 15:18,candidate_june_rulebook.html,219,R13,購入検討,CONTEXT,要確認,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,共通市場ゲート通過後に個別ゲートを確認 購入検討へ進む場合でも、指数比較と+1%目標を満たせない場合は個別株比率を下げる
2026/05/26 15:18,candidate_june_rulebook.html,223,R13,購入検討,CONTEXT,要確認,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,残す 購入検討へ進む条件あり 候補維持または小口検討
2026/05/26 15:18,candidate_june_rulebook.html,225,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,候補維持または小口検討 購入検討不可または除外 共通市場ゲート通過後に個別ゲートを確認
2026/05/26 15:18,candidate_june_rulebook.html,227,R13,購入検討,CONTEXT,要確認,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,共通市場ゲート通過後に個別ゲートを確認 購入検討へ進む場合でも、指数比較と+1%目標を満たせない場合は個別株比率を下げる
2026/05/26 15:18,candidate_june_rulebook.html,233,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,候補維持または小口検討 購入検討不可または除外 共通市場ゲート通過後に個別ゲートを確認
2026/05/26 15:18,candidate_june_rulebook.html,235,R13,購入検討,CONTEXT,要確認,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,共通市場ゲート通過後に個別ゲートを確認 購入検討へ進む場合でも、指数比較と+1%目標を満たせない場合は個別株比率を下げる
2026/05/26 15:18,candidate_june_rulebook.html,241,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,候補維持または小口検討 購入検討不可または除外 共通市場ゲート通過後に個別ゲートを確認
2026/05/26 15:18,candidate_june_rulebook.html,243,R13,購入検討,CONTEXT,要確認,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,共通市場ゲート通過後に個別ゲートを確認 購入検討へ進む場合でも、指数比較と+1%目標を満たせない場合は個別株比率を下げる
2026/05/26 15:18,candidate_june_rulebook.html,249,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,候補維持または小口検討 購入検討不可または除外 共通市場ゲート通過後に個別ゲートを確認
2026/05/26 15:18,candidate_june_rulebook.html,251,R13,購入検討,CONTEXT,要確認,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,共通市場ゲート通過後に個別ゲートを確認 購入検討へ進む場合でも、指数比較と+1%目標を満たせない場合は個別株比率を下げる
2026/05/26 15:18,candidate_june_rulebook.html,257,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,候補維持または小口検討 購入検討不可または除外 共通市場ゲート通過後に個別ゲートを確認
2026/05/26 15:18,candidate_june_rulebook.html,259,R13,購入検討,CONTEXT,要確認,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,共通市場ゲート通過後に個別ゲートを確認 購入検討へ進む場合でも、指数比較と+1%目標を満たせない場合は個別株比率を下げる
2026/05/26 15:18,candidate_june_rulebook.html,265,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,候補維持または小口検討 購入検討不可または除外 共通市場ゲート通過後に個別ゲートを確認
2026/05/26 15:18,candidate_june_rulebook.html,267,R13,購入検討,CONTEXT,要確認,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,共通市場ゲート通過後に個別ゲートを確認 購入検討へ進む場合でも、指数比較と+1%目標を満たせない場合は個別株比率を下げる
2026/05/26 15:18,candidate_june_rulebook.html,273,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,予備維持 購入検討不可または除外 20営業日反応と公式説明資料の要因確認を優先
2026/05/26 15:18,candidate_june_rulebook.html,281,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,予備維持 購入検討不可または除外 20営業日反応と公式説明資料の要因確認を優先
2026/05/26 15:18,candidate_june_rulebook.html,296,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,したがって、6月イベント後の条件を通っても、期待値が指数+1%を上回る説明ができない銘柄は、購入検討ではなく候補維持または除外にします。
2026/05/26 15:18,candidate_role_wording_20260526.html,95,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,いう言葉が、購入できる銘柄のように見える問題を避けるため、各画面の候補表現を役割別に整理します。 結論: 今後は、候補だけで終わらせず、比較母集団・検証候補・確認対象・保留・除外・購入検討可否判定のどれかに寄せます。
2026/05/26 15:18,candidate_role_wording_20260526.html,131,R13,購入検討,CONTEXT,要確認,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,6件 購入検討対象など、文脈により誤読される可能性がある表現。
2026/05/26 15:18,candidate_role_wording_20260526.html,148,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,使う表現: 比較母集団 / 比較対象群 / 100社前後の母集団 候補を探す前の広いリスト。購入検討対象ではない。 例: 100社前後の比較母集団から、検証候補を抽出する。
2026/05/26 15:18,candidate_role_wording_20260526.html,181,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,購入検討 使う表現: 購入検討用スコア / 購入検討可否判定
2026/05/26 15:18,candidate_role_wording_20260526.html,182,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,購入検討 使う表現: 購入検討用スコア / 購入検討可否判定 6月イベント、公式IR、証券会社画面の確認後にだけ使う最終手前の言葉。
2026/05/26 15:18,candidate_role_wording_20260526.html,184,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,6月イベント、公式IR、証券会社画面の確認後にだけ使う最終手前の言葉。 例: 購入検討用スコアは、未取得データを混ぜずに算出する。
2026/05/26 15:18,candidate_role_wording_20260526.html,208,R10,保有候補,WARN,許容,検証候補,保有する前提に見えるため。,保有候補 NISA 1年保有テスト検証候補
2026/05/26 15:18,candidate_role_wording_20260526.html,214,R09,購入候補,WARN,許容,検証候補 / 確認対象,購入確定に近く見えるため、役割を併記する。,購入候補 購入検討可否の確認対象
2026/05/26 15:18,candidate_role_wording_20260526.html,215,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,購入候補 購入検討可否の確認対象 購入推奨に近く見えるため、確認段階に戻す。
2026/05/26 15:18,candidate_role_wording_20260526.html,228,R09,購入候補,WARN,許容,検証候補 / 確認対象,購入確定に近く見えるため、役割を併記する。,検証候補として継続 / 保留継続 維持する対象が購入候補なのか検証候補なのかを分けるため。
2026/05/26 15:18,candidate_role_wording_20260526.html,319,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,10社検証候補 / 現行検証候補 / 検証候補別 目的: 10社候補を、6月の米CPI・日銀・FOMC後に「購入検討へ進む」「小口検討/候補維持」「待機」「除外」に分けるための判定表です。 注意: これは売買指示ではありません。NISA 1年保有テストの候補を選ぶための判断補助で、実行前には証券会社画面・公式IR・最新決算を再確認します。
2026/05/26 15:18,candidate_role_wording_20260526.html,329,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,検証候補として継続 / 保留継続 目的: 10社候補を、6月の米CPI・日銀・FOMC後に「購入検討へ進む」「小口検討/候補維持」「待機」「除外」に分けるための判定表です。 注意: これは売買指示ではありません。NISA 1年保有テストの候補を選ぶための判断補助で、実行前には証券会社画面・公式IR・最新決算を再確認します。
2026/05/26 15:18,candidate_role_wording_20260526.html,349,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,検証候補として継続 / 保留継続 日経75日線-2%以上、候補の決算後反応35点未満、下方修正または会計リスク 通過銘柄だけを購入検討へ進め、未到達・未確認銘柄は候補維持または待機にする。
2026/05/26 15:18,candidate_role_wording_20260526.html,409,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,検証候補として継続 / 保留継続 購入検討へ進む条件あり 候補維持または小口検討 購入検討不可または除外
2026/05/26 15:18,candidate_role_wording_20260526.html,419,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,検証候補として継続 / 保留継続 購入検討へ進む条件あり 候補維持または小口検討 購入検討不可または除外
2026/05/26 15:18,candidate_role_wording_20260526.html,429,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,検証候補として継続 / 保留継続 購入検討へ進む条件あり 候補維持または小口検討 購入検討不可または除外
2026/05/26 15:18,candidate_role_wording_20260526.html,449,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,検証候補として継続 / 保留継続 小口検討または候補維持 候補維持または小口検討 購入検討不可または除外
2026/05/26 15:18,candidate_role_wording_20260526.html,469,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,検証候補として継続 / 保留継続 小口検討または候補維持 候補維持または小口検討 購入検討不可または除外
2026/05/26 15:18,candidate_role_wording_20260526.html,489,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,検証候補として継続 / 保留継続 小口検討または候補維持 候補維持または小口検討 購入検討不可または除外
2026/05/26 15:18,candidate_role_wording_20260526.html,509,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,検証候補として継続 / 保留継続 小口検討または候補維持 候補維持または小口検討 購入検討不可または除外
2026/05/26 15:18,candidate_role_wording_20260526.html,529,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,検証候補として継続 / 保留継続 候補維持 候補維持または小口検討 購入検討不可または除外
2026/05/26 15:18,candidate_role_wording_20260526.html,539,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,検証候補として継続 / 保留継続 したがって、6月イベント後の条件を通っても、期待値が指数+1%を上回る説明ができない銘柄は、購入検討ではなく候補維持または除外にします。
2026/05/26 15:18,candidate_role_wording_20260526.html,669,R14,見送り,WARN,許容,保留 / 除外 / 待機,理由を併記して使う。,Cの結果を確認し、購入可否の前提を整理。 判定 6/18以降 市場環境と候補銘柄の数字を再確認し、NISAテストの実施可否を判断。 再点検 8月中旬 4-6月期決算で、継続・追加・見送りを判断。
2026/05/26 15:18,candidate_role_wording_20260526.html,689,R12,売買判断,CONTEXT,許容,売買判断ではない / 判断補助,否定文・注意文なら可。肯定文では不可。,10社検証候補 / 現行検証候補 / 検証候補別 検証開始: 決算一巡後 対象: 候補銘柄の決算反応と株価指標 条件: データ欠落と過熱リスクを確認 注意: 5月中は売買判断を確定しない
2026/05/26 15:18,candidate_role_wording_20260526.html,759,R14,見送り,WARN,許容,保留 / 除外 / 待機,理由を併記して使う。,捗が計画以上、ABF/ヘルスケアの成長が確認できた場合だけ追加候補とします。決算で営業利益見通しが-10%以上悪化、ABF成長鈍化、またはPER40倍以上のまま株価が急騰した場合は見送り。食品の安定性だけを理由に高値買いしません。 銘柄へ戻る
2026/05/26 15:18,candidate_role_wording_20260526.html,855,R13,購入検討,CONTEXT,要確認,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,3494 購入検討対象 要確認
2026/05/26 15:18,candidate_role_wording_20260526.html,857,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,要確認 購入検討 購入検討可否の確認対象 / 購入検討へ進めない
2026/05/26 15:18,candidate_role_wording_20260526.html,858,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,"購入検討 購入検討可否の確認対象 / 購入検討へ進めない ows, &quot;C&quot;)}社`, &quot;データ取得や検算が不足している候補。&quot;], [&quot;D 低優先・比較のみ&quot;, `${levelCount(universeRows, &quot;D&quot;)}"
2026/05/26 15:18,candidate_role_wording_20260526.html,859,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,"購入検討可否の確認対象 / 購入検討へ進めない ows, &quot;C&quot;)}社`, &quot;データ取得や検算が不足している候補。&quot;], [&quot;D 低優先・比較のみ&quot;, `${levelCount(universeRows, &quot;D&quot;)}社`, &"
2026/05/26 15:18,candidate_role_wording_20260526.html,865,R13,購入検討,CONTEXT,要確認,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,3687 購入検討対象 要確認
2026/05/26 15:18,candidate_role_wording_20260526.html,867,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,要確認 購入検討 購入検討可否の確認対象 / 購入検討へ進めない
2026/05/26 15:18,candidate_role_wording_20260526.html,868,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,"購入検討 購入検討可否の確認対象 / 購入検討へ進めない stop: &quot;未取得、過熱、急落、割高、決算後反応悪化のいずれかが残る場合は見送り。&quot;, action: &quot;現時点では確認待ち。購入検討対象へは上げない。&quot; };"
2026/05/26 15:18,candidate_role_wording_20260526.html,869,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,"購入検討可否の確認対象 / 購入検討へ進めない stop: &quot;未取得、過熱、急落、割高、決算後反応悪化のいずれかが残る場合は見送り。&quot;, action: &quot;現時点では確認待ち。購入検討対象へは上げない。&quot; };"
2026/05/26 15:18,candidate_role_wording_20260526.html,869,R14,見送り,WARN,許容,保留 / 除外 / 待機,理由を併記して使う。,"購入検討可否の確認対象 / 購入検討へ進めない stop: &quot;未取得、過熱、急落、割高、決算後反応悪化のいずれかが残る場合は見送り。&quot;, action: &quot;現時点では確認待ち。購入検討対象へは上げない。&quot; };"
2026/05/26 15:18,candidate_role_wording_20260526.html,899,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,quot; / &quot;))} 扱い: ${commonPass ? &quot;候補別条件の確認に進めます。購入確定ではありません。&quot; : &quot;この状態では購入検討可否判定を進めず、延期または候補縮小として扱います。&quot;} `;
2026/05/26 15:18,candidate_role_wording_20260526.html,905,R13,購入検討,CONTEXT,要確認,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,4033 購入検討対象 要確認
2026/05/26 15:18,candidate_role_wording_20260526.html,907,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,要確認 購入検討 購入検討可否の確認対象 / 購入検討へ進めない
2026/05/26 15:18,candidate_role_wording_20260526.html,908,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,購入検討 購入検討可否の確認対象 / 購入検討へ進めない 候補として残します。&quot;; if (category === &quot;予備&quot;) return &quot;候補数を広げるための補充枠です。決算後20営業日反応と6月イベント後の地合い確認が終わるまで購入検討対象には上げません。&
2026/05/26 15:18,candidate_role_wording_20260526.html,909,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,購入検討可否の確認対象 / 購入検討へ進めない 候補として残します。&quot;; if (category === &quot;予備&quot;) return &quot;候補数を広げるための補充枠です。決算後20営業日反応と6月イベント後の地合い確認が終わるまで購入検討対象には上げません。&quot;
2026/05/26 15:18,candidate_role_wording_20260526.html,915,R13,購入検討,CONTEXT,要確認,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,4034 購入検討対象 要確認
2026/05/26 15:18,candidate_role_wording_20260526.html,917,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,要確認 購入検討 購入検討可否の確認対象 / 購入検討へ進めない
2026/05/26 15:18,candidate_role_wording_20260526.html,918,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,購入検討 購入検討可否の確認対象 / 購入検討へ進めない if (category === &quot;予備&quot;) return &quot;候補数を広げるための補充枠です。決算後20営業日反応と6月イベント後の地合い確認が終わるまで購入検討対象には上げません。&quot;; if (categor
2026/05/26 15:18,candidate_role_wording_20260526.html,919,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,購入検討可否の確認対象 / 購入検討へ進めない if (category === &quot;予備&quot;) return &quot;候補数を広げるための補充枠です。決算後20営業日反応と6月イベント後の地合い確認が終わるまで購入検討対象には上げません。&quot;; if (category ===
2026/05/26 15:18,candidate_role_wording_20260526.html,955,R13,購入検討,CONTEXT,要確認,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,4396 購入検討対象 要確認
2026/05/26 15:18,candidate_role_wording_20260526.html,957,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,要確認 購入検討 購入検討可否の確認対象 / 購入検討へ進めない
2026/05/26 15:18,candidate_role_wording_20260526.html,958,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,"購入検討 購入検討可否の確認対象 / 購入検討へ進めない bad: &quot;日経平均が75日線を-1.5%以上下回る。&quot;, action: &quot;良ければ6月判定の候補に残す。悪ければ購入検討対象から外す。&quot; },"
2026/05/26 15:18,candidate_role_wording_20260526.html,959,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,"購入検討可否の確認対象 / 購入検討へ進めない bad: &quot;日経平均が75日線を-1.5%以上下回る。&quot;, action: &quot;良ければ6月判定の候補に残す。悪ければ購入検討対象から外す。&quot; },"
2026/05/26 15:18,candidate_role_wording_20260526.html,989,R12,売買判断,CONTEXT,許容,売買判断ではない / 判断補助,否定文・注意文なら可。肯定文では不可。,10社検証候補 / 現行検証候補 / 検証候補別 タイプです。課題が未回収の項目は、売買判断には使いません。 解決までのフローチャートを見る / 資料区分台帳を見る / 公開前文言チェックを見る / 候補表現ロール整理を見る / 候補10社データ補完を見る / イベント種類別反応DBを見る
